Player,MP,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Marcelo Huertas,36.0,9.6,0.7,2.7,3.2,7.2,1.2,1.5,0.7,3.0,3.7,7.6,1.2,0.2,3.2,3.0,9.6
Marcin Gortat,36.0,10.2,0.0,0.0,5.7,10.2,1.9,2.7,3.4,8.4,11.7,2.0,0.7,1.1,1.9,3.2,13.3
Marco Belinelli,36.0,13.4,2.5,6.8,3.0,6.5,2.5,2.9,0.3,3.0,3.3,2.7,0.8,0.2,1.4,1.9,16.2
Marcus Georges-Hunt,36.0,7.4,0.6,2.5,2.5,5.0,3.1,4.3,1.2,2.5,3.1,1.2,0.6,0.0,0.6,5.0,9.9
Marcus Morris,36.0,13.9,2.0,5.3,4.1,8.6,2.7,3.4,1.2,4.9,6.0,2.1,0.8,0.3,1.6,2.7,16.7
Marcus Smart,36.0,11.2,1.8,5.8,2.3,5.4,2.5,3.1,1.1,3.3,4.4,5.3,2.0,0.5,2.2,3.2,12.7
Marcus Thornton,36.0,16.1,2.6,7.4,3.8,8.6,2.0,2.2,1.2,3.6,4.8,2.6,1.4,0.2,1.6,3.0,17.3
Mario Chalmers,36.0,11.5,1.3,4.4,3.3,7.0,4.3,5.1,0.5,3.6,4.1,5.6,2.1,0.3,2.9,4.6,14.6
Mario Hezonja,36.0,12.1,1.6,4.9,3.5,7.2,1.8,2.3,0.8,5.3,6.0,2.5,1.4,0.4,2.1,3.3,13.4
Markel Brown,36.0,11.8,1.4,4.5,3.3,7.3,2.6,3.3,0.9,3.8,4.5,3.3,1.4,0.5,1.9,3.5,13.2
Markelle Fultz,36.0,14.0,0.6,2.0,5.8,12.0,2.0,3.0,1.0,3.7,4.7,6.5,1.6,0.3,2.5,3.0,15.1
Markieff Morris,36.0,13.8,1.5,4.2,4.6,9.6,2.2,2.8,1.5,5.9,7.5,2.4,1.1,0.7,2.2,4.1,16.2
Marko Guduric,36.0,11.8,2.0,6.2,2.6,5.6,1.6,2.0,1.0,4.3,5.6,3.3,1.0,0.7,2.6,2.6,12.8
Marquese Chriss,36.0,12.1,1.1,3.9,4.5,8.4,2.6,3.9,2.4,6.7,9.1,2.0,1.3,1.5,2.4,4.8,14.8
Marreese Speights,36.0,17.5,2.6,7.4,4.8,10.1,3.2,4.0,2.4,7.1,9.5,2.1,0.5,1.3,2.1,5.8,20.9
Marvin Bagley,36.0,16.5,0.7,2.3,7.5,14.4,3.8,5.5,3.6,7.1,10.8,1.4,0.7,1.3,2.1,3.1,21.1
Marvin Williams,36.0,10.7,2.1,5.8,2.5,5.0,1.7,2.0,1.5,5.8,7.2,1.7,1.1,0.9,0.9,2.3,13.2
Mason Plumlee,36.0,9.5,0.0,0.2,5.3,9.4,2.9,5.0,3.2,7.3,10.5,4.5,1.3,1.6,2.6,4.5,13.6
Matisse Thybulle,36.0,7.5,1.6,4.4,1.6,3.1,0.7,1.1,1.3,1.8,2.9,2.2,2.5,1.3,1.5,4.0,8.5
Matt Barnes,36.0,10.6,1.9,5.7,2.2,4.9,1.6,2.0,1.4,5.9,7.4,3.3,1.1,0.8,2.0,3.8,11.7
Matt Thomas,36.0,12.4,3.7,8.1,2.0,4.0,0.7,1.0,0.7,4.4,5.0,1.7,0.7,0.0,1.3,3.0,16.5
Matthew Dellavedova,36.0,9.4,1.5,4.5,2.1,5.0,1.4,1.5,0.5,2.6,3.1,7.0,0.9,0.0,2.4,3.3,10.3
Maurice Harkless,36.0,9.3,1.1,3.1,3.6,6.2,1.2,2.0,1.9,4.0,5.9,1.6,1.4,1.1,1.4,3.4,11.5
Maurice Ndour,36.0,9.4,0.0,0.7,4.2,8.7,2.1,2.8,2.4,4.5,7.0,0.7,1.7,0.7,1.4,3.1,10.8
Maxi Kleber,36.0,9.5,1.9,5.3,2.5,4.2,1.4,1.7,2.2,5.3,7.5,1.7,0.7,1.7,1.2,3.4,12.1
Metta World Peace,36.0,11.8,1.7,5.8,1.7,5.8,2.3,3.5,1.2,4.0,5.2,1.7,1.4,0.6,1.2,4.0,11.2
Meyers Leonard,36.0,10.4,2.1,5.3,2.8,5.1,1.1,1.3,1.3,7.2,8.5,2.3,0.4,0.4,1.5,4.7,12.8
Michael Beasley,36.0,17.5,0.6,1.8,8.5,15.7,3.0,3.9,2.0,6.5,8.5,2.4,1.0,1.0,3.0,3.5,21.6
Michael Carter-Williams,36.0,11.8,0.5,2.3,4.1,9.4,2.9,3.7,1.4,4.8,6.2,5.5,1.8,1.1,2.7,3.9,12.8
Michael Kidd-Gilchrist,36.0,10.0,0.2,0.5,4.6,9.5,2.5,3.2,2.2,5.4,7.5,1.7,1.1,0.9,1.1,3.2,12.3
Michael Porter,36.0,15.4,2.4,5.9,5.3,9.4,2.4,2.9,2.6,7.7,10.3,1.8,1.1,1.1,2.0,4.0,20.4
Mikal Bridges,36.0,8.5,1.4,4.1,2.5,4.4,1.6,1.9,1.0,3.5,4.5,2.4,1.9,0.6,1.1,2.9,10.9
Mike Conley,36.0,15.8,2.4,6.2,4.5,9.6,4.5,5.4,0.6,3.0,3.6,6.5,1.4,0.3,2.1,2.1,20.5
Mike Dunleavy,36.0,9.6,2.2,5.5,1.8,4.1,1.6,2.0,0.6,3.9,4.7,2.2,0.6,0.4,1.2,3.1,11.5
Mike James,36.0,16.8,1.3,5.1,5.1,11.7,3.4,4.3,0.8,4.0,4.7,6.6,1.5,0.4,2.6,2.5,17.5
Mike Miller,36.0,6.0,1.8,5.1,0.5,0.9,0.0,0.0,0.5,5.5,6.5,4.2,0.9,0.5,1.8,4.2,6.5
Mike Muscala,36.0,10.3,2.0,5.4,2.7,4.9,1.8,2.0,1.8,5.4,7.2,2.2,0.9,1.1,1.3,3.4,13.0
Mike Scott,36.0,11.7,2.1,5.5,3.2,6.2,1.1,1.5,1.5,5.3,6.8,1.9,0.6,0.4,1.3,3.4,13.8
Miles Bridges,36.0,12.3,1.6,4.8,3.8,7.5,1.6,2.0,1.6,5.2,6.6,2.0,1.0,1.0,1.4,2.4,14.0
Miles Plumlee,36.0,8.1,0.0,0.0,4.7,8.1,1.6,2.9,3.4,5.5,8.7,1.6,0.8,1.3,2.1,3.4,11.0
Milos Teodosic,36.0,11.3,2.7,7.2,2.0,4.0,1.2,1.5,0.5,3.4,4.0,6.7,0.7,0.2,3.4,3.7,13.5
Mindaugas Kuzminskas,36.0,13.1,1.9,5.8,3.6,7.1,1.9,2.4,1.7,2.7,4.4,2.4,1.0,0.5,1.7,2.7,15.1
Mirza Teletovic,36.0,15.2,3.7,9.8,2.5,5.4,1.9,2.5,0.8,5.0,6.0,1.7,0.6,0.4,1.5,3.5,18.1
Mitchell Robinson,36.0,8.3,0.0,0.0,5.9,8.3,2.1,3.6,4.8,6.3,11.1,1.0,1.3,3.6,1.0,5.3,14.0
Mo Bamba,36.0,11.7,1.2,3.8,4.3,7.6,1.4,2.4,3.6,8.1,11.7,1.7,0.7,3.3,1.9,4.8,13.6
Mo Williams,36.0,14.6,1.8,4.9,4.5,9.7,1.8,2.0,0.2,3.2,3.6,4.7,0.6,0.2,2.8,3.0,16.2
Monta Ellis,36.0,12.0,0.9,3.2,4.2,8.9,1.9,2.6,0.5,3.2,3.7,4.7,1.8,0.5,2.6,2.5,13.3
Monte Morris,36.0,12.7,1.6,3.9,4.5,8.6,1.4,1.7,0.6,2.7,3.3,5.5,1.3,0.2,1.1,1.7,15.0
Montrezl Harrell,36.0,14.5,0.0,0.3,9.0,14.3,4.0,6.2,2.9,5.5,8.4,2.2,1.0,1.6,2.1,4.0,21.9
Moritz Wagner,36.0,12.3,1.2,4.4,4.7,7.9,3.5,4.2,2.0,6.4,8.6,2.2,1.0,1.0,3.0,5.9,16.8
Myles Turner,36.0,12.7,1.0,2.7,5.2,9.9,2.8,3.7,1.8,6.6,8.5,1.5,0.9,2.7,1.7,3.6,16.2
Nassir Little,36.0,9.4,0.9,3.6,3.3,5.7,1.8,2.7,1.8,4.8,6.7,1.5,0.9,0.9,0.9,4.5,10.9
Nemanja Bjelica,36.0,10.7,2.0,5.1,3.0,5.6,1.3,1.7,2.0,5.9,7.9,3.0,1.2,0.7,1.7,4.1,13.2
Nene,36.0,7.8,0.0,0.3,3.9,7.5,1.9,3.0,2.2,5.8,8.0,1.7,1.1,1.1,0.8,5.8,10.0
Nene Hilario,36.0,12.1,0.0,0.2,6.9,11.9,3.5,5.8,2.3,6.0,8.5,2.5,1.7,0.8,2.3,5.2,17.5
Nerlens Noel,36.0,9.8,0.0,0.0,5.6,9.8,2.4,3.5,3.3,7.1,10.4,1.8,2.2,2.4,2.2,4.5,13.6
Nick Collison,36.0,6.0,0.0,0.0,3.0,6.0,1.5,2.2,3.4,5.6,9.0,2.6,0.8,0.8,2.2,5.2,7.5
Nick Young,36.0,13.5,3.4,8.9,2.1,4.6,1.8,2.1,0.5,2.7,3.2,1.2,0.9,0.2,0.9,2.7,16.0
Nickeil Alexander-Walker,36.0,16.3,2.9,8.0,3.1,8.0,1.4,2.3,0.6,4.6,5.1,5.4,1.1,0.6,3.1,3.4,16.3
Nicolas Batum,36.0,11.4,1.8,5.1,3.0,6.3,2.1,2.6,0.9,5.3,6.1,5.5,1.1,0.6,2.5,1.7,13.5
Nicolas Brussino,36.0,9.8,2.0,6.7,1.6,3.1,1.2,1.6,1.6,4.7,6.7,3.1,1.2,0.4,1.6,2.7,10.2
Nicolo Melli,36.0,11.2,2.5,7.0,2.3,4.1,1.9,2.5,1.2,5.0,6.2,2.9,1.2,0.8,1.7,4.3,13.7
Nik Stauskas,36.0,10.9,2.2,6.3,2.0,4.6,1.9,2.4,0.5,3.4,3.9,2.9,0.9,0.3,1.9,2.2,12.8
Nikola Jokic,36.0,15.4,1.1,3.4,7.0,12.0,3.7,4.5,3.2,8.7,11.9,6.8,1.4,0.9,3.1,3.5,21.1
Nikola Mirotic,36.0,14.6,3.1,8.3,3.2,6.3,2.7,3.4,1.4,7.5,8.9,1.8,1.1,1.0,1.7,3.0,18.3
Nikola Vucevic,36.0,18.3,0.9,2.8,8.1,15.6,2.1,2.8,2.8,9.4,12.2,3.9,1.1,1.2,2.1,2.7,21.1
Noah Vonleh,36.0,8.6,0.6,1.9,3.5,6.8,1.9,2.7,2.9,8.0,10.9,1.6,0.8,0.8,1.6,3.9,10.5
Norman Powell,36.0,13.2,1.9,5.6,4.0,7.7,2.5,3.1,0.6,4.0,4.6,2.5,1.3,0.4,1.9,3.1,16.5
Norris Cole,36.0,14.5,0.9,3.2,4.7,11.5,1.6,2.1,0.3,4.1,4.4,4.9,1.3,0.2,2.2,3.3,14.2
OG Anunoby,36.0,9.7,1.7,4.6,2.9,5.1,1.1,1.7,1.4,4.2,5.4,1.5,1.4,0.6,1.4,3.2,12.1
OJ Mayo,36.0,10.6,1.8,5.4,2.2,5.3,1.1,1.4,0.4,3.0,3.5,3.9,1.6,0.3,2.4,4.2,10.6
Okaro White,36.0,6.8,1.1,3.1,1.4,3.7,1.4,1.7,2.0,4.3,6.2,1.4,0.6,0.6,1.1,3.7,7.7
Omari Spellman,36.0,11.5,1.8,5.1,3.0,6.5,2.2,2.8,3.2,5.7,8.7,2.0,1.2,1.0,1.8,2.8,13.8
Omer Asik,36.0,5.5,0.0,0.0,2.8,5.5,1.8,3.2,3.4,8.7,12.2,0.9,0.5,0.7,1.6,3.9,7.3
Omri Casspi,36.0,10.9,1.5,3.7,4.1,7.4,2.0,3.0,1.3,6.6,7.9,2.0,1.1,0.4,1.7,3.0,14.6
Otto Porter,36.0,12.3,2.0,4.8,4.1,7.6,1.5,1.9,1.5,5.2,6.8,2.1,1.6,0.6,1.0,2.4,15.5
PJ Dozier,36.0,14.0,1.4,4.3,4.3,9.4,1.7,2.3,1.1,4.3,5.7,5.1,1.1,0.6,2.3,3.7,14.6
PJ Hairston,36.0,11.2,2.0,6.7,2.0,4.5,1.4,1.8,0.7,4.2,4.7,1.1,0.9,0.4,1.1,3.8,11.2
PJ Tucker,36.0,7.2,1.5,4.1,1.4,3.0,0.9,1.2,1.7,5.2,7.0,1.6,1.5,0.5,1.2,3.1,8.2
PJ Washington,36.0,12.1,1.8,4.8,3.7,7.4,1.8,2.7,1.2,5.2,6.4,2.5,1.1,1.0,1.9,3.2,14.5
Pablo Prigioni,36.0,6.5,1.3,4.1,1.3,2.3,0.3,0.3,1.6,3.4,4.9,5.7,2.3,0.0,2.1,3.6,6.5
Pascal Siakam,36.0,13.8,1.2,3.6,5.7,10.2,2.8,3.6,1.7,6.1,7.7,3.2,1.1,1.0,2.1,3.4,17.7
Pat Connaughton,36.0,9.4,1.8,5.0,2.5,4.4,0.9,1.1,1.4,5.0,6.4,3.0,0.7,0.7,1.1,2.5,11.0
Patrick Beverley,36.0,9.5,2.0,5.2,1.9,4.2,1.3,1.6,1.4,4.7,6.1,4.7,1.5,0.5,1.6,4.2,11.2
Patrick McCaw,36.0,7.5,1.0,3.3,2.1,4.2,0.8,1.0,0.6,2.7,3.3,2.9,1.5,0.4,1.3,2.5,8.2
Patrick Patterson,36.0,8.8,2.1,5.6,1.5,3.1,1.0,1.1,1.3,4.8,6.1,1.7,1.0,0.6,1.0,2.3,10.0
Patty Mills,36.0,12.8,3.0,7.6,2.5,5.2,1.6,1.9,0.5,2.5,3.0,4.4,1.1,0.2,1.7,2.4,15.5
Pau Gasol,36.0,13.6,0.7,1.9,5.7,11.9,3.2,4.3,2.4,9.6,12.0,4.3,0.6,1.9,2.2,2.4,16.9
Paul George,36.0,18.5,3.1,8.0,5.0,10.5,5.0,5.9,0.9,5.8,6.9,3.8,1.9,0.4,3.0,2.9,24.3
Paul Millsap,36.0,13.9,1.2,3.4,5.3,10.6,4.0,5.3,2.4,6.5,9.0,3.2,1.6,1.3,2.3,3.4,18.1
Paul Pierce,36.0,11.1,2.2,6.9,2.0,4.4,1.6,1.8,0.2,5.3,5.6,2.0,0.9,0.4,1.8,4.0,12.0
Paul Zipser,36.0,9.7,1.5,4.4,2.1,5.3,1.1,1.5,0.6,4.9,5.5,1.7,0.8,0.6,1.7,3.6,10.0
Quincy Acy,36.0,9.4,2.0,5.5,2.0,3.9,2.0,2.4,1.5,5.7,7.2,1.3,0.9,0.9,1.3,4.1,11.8
Quincy Pondexter,36.0,7.9,0.6,2.8,2.2,5.1,3.4,4.5,1.1,4.5,5.6,2.2,1.1,0.0,1.7,3.4,10.7
Quinn Cook,36.0,14.1,2.4,6.0,4.1,8.1,0.7,1.0,0.7,3.6,4.3,4.1,0.7,0.0,1.9,2.9,16.2
RJ Barrett,36.0,15.4,1.3,4.1,4.9,11.2,3.3,5.3,1.1,4.9,5.9,3.1,1.2,0.4,2.6,2.6,16.9
RJ Hunter,36.0,11.9,2.5,8.2,2.0,4.1,0.8,0.8,0.4,4.1,4.1,1.6,1.6,0.4,1.2,3.7,12.3
Rajon Rondo,36.0,11.1,1.0,3.1,3.7,8.1,0.8,1.4,1.0,5.1,6.1,10.4,1.8,0.1,3.5,2.6,11.5
Ramon Sessions,36.0,12.3,0.8,2.4,4.4,9.7,4.4,5.8,0.6,3.4,4.0,5.6,1.0,0.2,2.4,2.2,15.9
Randy Foye,36.0,10.0,1.7,5.5,1.8,4.4,1.5,1.7,0.4,3.5,3.9,3.7,0.9,0.6,2.0,2.8,10.2
Rashad Vaughn,36.0,10.2,1.8,5.7,1.8,4.5,0.3,0.6,0.3,3.0,3.3,1.5,1.2,0.6,0.9,2.7,9.0
Rasual Butler,36.0,8.8,1.1,4.2,2.7,4.6,0.8,1.1,0.4,4.6,4.6,1.9,1.1,1.9,0.8,0.8,10.3
Raul Neto,36.0,10.7,1.6,3.9,3.4,6.8,1.6,2.1,0.5,2.9,3.4,5.0,1.3,0.3,2.6,3.1,12.8
Ray McCallum,36.0,11.2,1.2,3.1,3.1,7.8,0.9,1.2,0.6,3.1,3.4,4.7,0.9,0.6,1.9,2.2,10.2
Raymond Felton,36.0,11.9,1.4,4.2,3.7,7.9,1.6,1.9,0.7,3.7,4.2,4.7,1.2,0.4,1.9,2.5,12.8
Reggie Bullock,36.0,11.1,2.5,6.3,2.3,4.8,1.1,1.2,0.6,3.1,3.7,2.3,0.9,0.2,1.1,2.0,13.2
Reggie Jackson,36.0,17.2,2.1,5.8,5.3,11.4,3.5,4.0,0.8,2.8,3.6,6.6,0.9,0.1,2.8,3.0,20.2
Richard Jefferson,36.0,7.8,1.6,4.2,2.0,3.6,1.6,2.4,0.6,3.6,4.0,1.8,0.8,0.2,1.2,3.4,10.3
Richaun Holmes,36.0,11.3,0.2,1.1,6.3,10.1,2.7,3.6,3.3,6.3,9.6,1.7,1.1,1.9,1.5,4.8,16.1
Ricky Rubio,36.0,11.5,1.2,3.7,3.4,7.7,3.7,4.3,0.7,4.3,5.0,9.0,2.0,0.1,3.1,3.1,14.2
Robert Covington,36.0,12.2,2.8,7.8,2.2,4.4,2.1,2.6,1.0,5.9,7.1,1.7,2.0,1.2,2.0,3.7,14.7
Robert Williams,36.0,7.5,0.0,0.0,5.2,7.5,1.6,2.6,3.6,7.5,11.1,2.0,1.6,3.9,1.6,4.6,12.4
Robin Lopez,36.0,11.9,0.2,0.6,6.1,11.3,1.7,2.1,3.5,4.2,7.7,1.8,0.3,1.7,2.0,2.7,14.4
Rodions Kurucs,36.0,11.4,1.6,5.0,3.4,6.4,1.8,2.4,1.4,5.4,7.0,1.8,1.2,0.6,2.2,4.2,13.6
Rodney Hood,36.0,14.1,2.3,6.1,3.8,8.0,2.3,2.8,0.5,3.3,3.8,2.4,1.0,0.3,1.4,2.8,16.6
Rodney McGruder,36.0,9.0,1.5,4.4,2.2,4.7,0.8,1.3,1.5,3.7,5.2,2.2,0.8,0.3,1.2,2.7,9.9
Rodney Stuckey,36.0,12.6,0.7,2.7,4.3,9.9,3.9,4.8,0.5,3.9,4.4,4.1,1.1,0.2,2.3,2.1,14.5
Romeo Langford,36.0,7.8,0.6,2.5,2.2,5.3,1.9,2.5,1.6,2.5,4.0,1.2,0.6,0.6,0.9,3.1,7.8
Ron Baker,36.0,7.7,1.0,3.5,1.7,4.2,1.5,2.0,0.5,3.2,3.5,4.5,1.7,0.5,2.0,3.2,7.7
Rondae Hollis-Jefferson,36.0,12.1,0.2,1.1,5.1,10.8,3.8,5.1,2.4,6.7,8.9,3.0,1.4,0.8,2.1,3.3,14.8
Ronnie Price,36.0,8.7,1.8,5.7,1.2,3.1,0.8,1.2,0.8,2.2,2.8,4.5,2.2,0.4,2.0,4.7,9.2
Roy Hibbert,36.0,7.8,0.0,0.0,3.6,7.8,2.5,3.1,2.5,5.1,7.8,1.6,0.5,2.2,1.5,4.9,9.8
Royce O'Neale,36.0,7.4,1.5,3.9,1.8,3.3,1.0,1.3,0.5,6.2,6.7,3.0,1.2,0.5,1.3,3.6,9.0
Rudy Gay,36.0,15.1,1.3,3.9,5.7,11.3,3.1,3.7,1.6,6.5,8.0,2.7,1.3,0.8,2.3,2.8,18.6
Rudy Gobert,36.0,8.5,0.0,0.0,5.5,8.5,3.9,6.2,3.8,9.5,13.5,1.6,0.8,2.5,2.0,3.2,15.0
Rui Hachimura,36.0,13.6,0.6,2.2,5.7,11.4,2.9,3.5,1.9,5.4,7.3,2.2,1.0,0.2,1.3,2.6,16.1
Russell Westbrook,36.0,21.5,1.5,5.2,7.9,16.3,6.0,7.7,1.7,7.9,9.8,10.1,1.8,0.3,4.8,2.8,26.5
Ryan Anderson,36.0,13.2,2.8,7.3,2.8,5.9,2.4,2.8,2.0,4.4,6.4,1.3,0.5,0.4,1.2,2.3,16.3
Ryan Arcidiacono,36.0,7.7,1.7,4.4,1.7,3.3,1.3,1.7,0.6,3.5,4.0,4.6,1.1,0.0,1.3,3.1,9.6
Ryan Broekhoff,36.0,10.4,3.4,8.1,1.3,2.4,1.3,1.7,0.7,5.4,6.1,2.0,0.7,0.3,1.3,2.7,13.5
Ryan Hollins,36.0,6.1,0.0,0.0,3.8,6.1,2.0,3.2,3.8,4.1,7.5,0.9,0.6,1.7,1.7,4.9,9.9
Ryan Kelly,36.0,10.9,0.6,2.9,3.2,8.0,2.6,3.9,1.3,7.1,8.7,1.6,1.0,1.0,1.3,2.6,10.9
Salah Mejri,36.0,7.0,0.3,0.6,3.9,6.4,1.8,3.0,3.9,8.2,12.1,1.5,1.2,2.7,1.8,5.7,10.3
Sam Dekker,36.0,10.9,0.9,3.5,4.2,7.4,1.2,1.9,2.3,4.9,7.0,1.9,1.2,0.5,1.2,2.3,12.8
Sasha Vujacic,36.0,11.2,2.0,5.9,2.0,5.3,1.4,1.7,1.1,4.8,5.6,3.7,1.4,0.3,1.7,3.4,11.5
Sean Kilpatrick,36.0,15.5,2.2,6.8,4.2,8.8,3.8,4.6,0.5,4.6,5.1,2.7,0.9,0.2,2.4,2.2,19.0
Sekou Doumbouya,36.0,11.3,1.3,4.7,3.1,6.5,1.5,2.2,0.9,4.7,5.6,0.9,0.9,0.4,1.6,3.8,11.6
Semaj Christon,36.0,8.3,0.5,2.4,2.4,5.9,0.7,1.2,0.7,2.6,3.3,4.7,0.9,0.2,1.7,2.8,6.9
Semi Ojeleye,36.0,7.0,1.6,4.4,1.3,2.6,1.0,1.6,1.0,3.9,5.2,1.0,0.8,0.3,0.8,2.8,8.0
Serge Ibaka,36.0,14.4,1.4,4.0,5.7,10.4,1.7,2.2,2.1,6.8,8.9,1.2,0.6,1.7,1.9,3.5,17.4
Sergey Karasev,36.0,6.5,1.1,3.2,1.8,3.2,2.2,2.5,0.7,4.3,5.0,3.2,0.7,0.0,2.2,2.5,8.6
Sergio Rodriguez,36.0,12.8,2.3,6.0,2.7,6.8,0.5,0.6,0.5,3.2,3.7,8.2,1.1,0.2,3.1,2.3,12.6
Seth Curry,36.0,12.4,2.9,6.4,3.0,6.1,1.6,1.9,0.5,2.7,3.2,2.9,1.1,0.2,1.6,2.4,16.2
Shabazz Muhammad,36.0,14.6,1.0,3.2,5.9,11.3,3.6,4.9,2.0,3.6,5.7,1.0,0.6,0.2,1.4,2.0,18.4
